,TG
1989-12-31 18:00:00,-17.081738240381526
1990-01-01 18:00:00,-16.49271961608082
1990-01-02 18:00:00,-17.13393112492713
1990-01-03 18:00:00,-12.294487698458738
1990-01-04 18:00:00,-7.5047664833994645
1990-01-05 18:00:00,-7.573347482734448
1990-01-06 18:00:00,-5.4906063387420545
1990-01-07 18:00:00,-1.980463099572205
1990-01-08 18:00:00,-2.633916335022491
1990-01-09 18:00:00,-1.0216832199247392
1990-01-10 18:00:00,0.2937365596072823
1990-01-11 18:00:00,0.49522558179711496
1990-01-12 18:00:00,-0.4894220209319542
1990-01-13 18:00:00,-2.759634902151845
1990-01-14 18:00:00,-0.42292500953391254
1990-01-15 18:00:00,2.3785087719610942
1990-01-16 18:00:00,0.590802961958218
1990-01-17 18:00:00,2.346015436865912
1990-01-18 18:00:00,0.17957140384527293
1990-01-19 18:00:00,-1.2687403168309856
1990-01-20 18:00:00,-1.8638742815606975
1990-01-21 18:00:00,-2.7364193509087045
1990-01-22 18:00:00,-1.0060223113275697
1990-01-23 18:00:00,-0.28994287377264527
1990-01-24 18:00:00,-5.120757330405752
1990-01-25 18:00:00,-6.49503506209652
1990-01-26 18:00:00,-3.2091993346109575
1990-01-27 18:00:00,-5.572257148974529
1990-01-28 18:00:00,-4.818856696392913
1990-01-29 18:00:00,-4.605736378527865
1990-01-30 18:00:00,-0.7094686949211564
1990-01-31 18:00:00,2.10527999935141
1990-02-01 18:00:00,2.880117702429061
1990-02-02 18:00:00,1.7489411245762767
1990-02-03 18:00:00,0.6287665824370947
1990-02-04 18:00:00,1.433525667432832
1990-02-05 18:00:00,5.761770417616617
1990-02-06 18:00:00,5.437233781951591
1990-02-07 18:00:00,1.891104951660111
1990-02-08 18:00:00,-1.0973635537014275
1990-02-09 18:00:00,0.910812976079967
1990-02-10 18:00:00,1.4655576825790604
1990-02-11 18:00:00,0.06369815108291732
1990-02-12 18:00:00,-0.5236532165501444
1990-02-13 18:00:00,-0.9111672361766523
1990-02-14 18:00:00,-2.2074014455974407
1990-02-15 18:00:00,-5.834431006298871
1990-02-16 18:00:00,-8.125034690994084
1990-02-17 18:00:00,-6.171235769167254
1990-02-18 18:00:00,-1.1400844184393009
1990-02-19 18:00:00,1.8497868274288862
1990-02-20 18:00:00,4.513085981195445
1990-02-21 18:00:00,1.708015167345934
1990-02-22 18:00:00,6.099473596206508
1990-02-23 18:00:00,6.503896216045405
1990-02-24 18:00:00,1.9445243877543135
1990-02-25 18:00:00,0.8896763716162468
1990-02-26 18:00:00,0.6925991947603052
1990-02-27 18:00:00,-1.7111698222129235
1990-02-28 18:00:00,-3.9112900404569473
1990-03-01 18:00:00,-4.731152594040452
1990-03-02 18:00:00,-6.616599671001438
1990-03-03 18:00:00,-3.5474911077347997
1990-03-04 18:00:00,1.2928202229913381
1990-03-05 18:00:00,0.09768330607414555
1990-03-06 18:00:00,-2.2620353792185597
1990-03-07 18:00:00,-2.0153872442819534
1990-03-08 18:00:00,0.45730786356574527
1990-03-09 18:00:00,-2.6299092553630317
1990-03-10 18:00:00,-2.3430465830552976
1990-03-11 18:00:00,-1.9665170967762151
1990-03-12 18:00:00,-1.2014863065882082
1990-03-13 18:00:00,-2.8635487969085034
1990-03-14 18:00:00,0.18227183058985474
1990-03-15 18:00:00,4.357311356873765
1990-03-16 18:00:00,6.162311234827712
1990-03-17 18:00:00,5.109406129468539
1990-03-18 18:00:00,5.790515810800457
1990-03-19 18:00:00,3.2902998824204133
1990-03-20 18:00:00,1.8575961812315427
